app_id,title,release_date,user_tags,full price,sale price,windows,mac,linux,genres,developers,publishers
2086780,B.L.A.C.K. - 1,"4 Sep, 2023","['Action', 'Adventure', 'Shooter', 'Action Roguelike', 'FPS', 'Roguelite', 'Space', 'Sci-fi', 'Physics', 'Singleplayer', '3D', 'First-Person', 'Realistic', 'Futuristic', 'Atmospheric', 'Combat', 'Linear', 'PvE', 'Perma Death', 'Roguelike']",£4.29,£4.29,True,False,False,"['Action', 'Adventure', 'Indie']",['Scared Astronaut'],['Scared Astronaut']
2550270,Mars Training Camp VR,"4 Sep, 2023","['Simulation', 'Mars', 'VR', 'Realistic', 'Singleplayer', 'Education', 'Exploration', 'Space Sim', 'Base Building']",£12.79,£12.79,True,False,False,['Simulation'],['Christopher Shove'],['SIMWERX LLC']
2407840,Lobber,"4 Sep, 2023","['Action', 'Arcade', 'Hack and Slash', 'Top-Down Shooter', 'Combat', 'Fantasy', 'Magic', '3D', 'Indie', 'Controller', 'Singleplayer']",£4.29,£4.29,True,False,False,"['Action', 'Indie']","['Jaden Servant', 'Ryan Pratt', 'Michael Roskuski', 'Mike West', 'Anthony Gatturna']",['Lobber Team']
2534450,Geko: In Search Of The Big Fly,"4 Sep, 2023","['Adventure', '2D Platformer', 'Pixel Graphics', 'Cute', 'Singleplayer', 'Side Scroller', '2D', 'Colorful', 'Retro', 'Indie', 'Platformer', 'Linear', ""1990's""]",£1.69,£1.35,True,False,False,"['Adventure', 'Indie']",['Mid-Up Games'],['Mid-Up Games']
1489970,Highrise City,"4 Sep, 2023","['Strategy', 'Simulation', 'City Builder', 'Colony Sim', 'Sandbox', 'Immersive Sim', '3D', 'Cinematic', 'Colorful', 'Building', 'Diplomacy', 'Economy', 'Family Friendly', 'Management', 'Modern', 'Relaxing', 'Moddable', 'Open World', 'Resource Management', 'Singleplayer']",£7.19,£7.19,True,False,False,"['Simulation', 'Strategy']",['Fourexo Entertainment'],['Deck13']
2534650,Meet Her There,"4 Sep, 2023","['Story Rich', 'Interactive Fiction', 'Visual Novel', 'Atmospheric', 'LGBTQ+', 'Female Protagonist', 'Psychological', 'Walking Simulator', 'Dark', 'Pixel Graphics', 'Adventure', 'Stylized', 'Exploration', '2D', 'Emotional', 'First-Person', 'Singleplayer', 'Narration', 'Casual', 'Drama']",£1.69,£1.43,True,True,True,"['Adventure', 'Casual', 'Indie']",['Sinisthesis'],['Sinisthesis']
2550860,New World,"4 Sep, 2023","['Open World', 'Action', 'Survival', 'Base Building', 'Building', 'Third Person', 'Action-Adventure', 'FPS', 'Adventure', 'Indie', 'Early Access', 'Singleplayer', 'Local Co-Op', 'Local Multiplayer']",£11.79,£11.79,True,False,False,"['Action', 'Adventure', 'Indie', 'Early Access']",['FullHead Game'],['FullHead Game']
1745160,Forest Football,"4 Sep, 2023","['Early Access', 'Action', 'Casual', '3D', 'First-Person', 'Realistic', 'Driving', 'Arcade', 'Combat Racing', 'Cute', 'Sports', 'Third Person', 'Destruction', 'Family Friendly', 'Football (Soccer)', 'Funny', 'Multiplayer', 'Racing', 'Physics', 'Offroad']",£7.49,£5.99,True,False,False,"['Action', 'Casual', 'Indie', 'Sports', 'Strategy', 'Early Access']",['Golden Cube'],['Golden Cube']
2358740,12 Angry Hours,"4 Sep, 2023","['Action Roguelike', 'Bullet Hell', 'Idler', 'Roguelite', 'PvE', '2D', 'Top-Down', 'Action', 'Relaxing', 'Nonlinear', 'Minimalist', 'Colorful', 'Psychedelic', 'Retro', 'Indie', 'Combat', 'Singleplayer']",£0.89,£0.89,True,False,False,"['Action', 'Indie']",['Ahvic'],['Ahvic']
2560220,Getting Out Alive,"4 Sep, 2023","['Action', 'Strategy', 'Shooter', 'FPS', ""Shoot 'Em Up"", 'Wargame', '3D', 'First-Person', 'Realistic', 'Military', 'Nature', 'Old School', 'Survival', 'Tactical', 'War', 'Combat', 'Story Rich', 'Singleplayer', 'Indie', 'Violent']",£9.99,£7.49,True,False,False,"['Action', 'Indie', 'Strategy']",['Sumant Bag'],['TrendbySumant']
2563570,Jump Like a Grad Student,"4 Sep, 2023","['Adventure', 'Casual', 'Indie', 'Arcade', 'Runner', '3D', 'Realistic', 'Third Person', 'Parkour', 'Singleplayer']",£5.89,£4.71,True,False,False,"['Adventure', 'Casual', 'Indie']",['Green Onion Games'],['Green Onion Games']
2559420,猫咪公寓,"4 Sep, 2023","['Casual', 'Puzzle', 'Creature Collector', '2.5D', 'Adventure', 'Relaxing', 'Singleplayer', 'Cartoony', 'Cute', 'Family Friendly', 'Point & Click', 'Exploration', 'Collectathon', 'Minimalist', 'Wholesome', 'Cozy', 'Clicker', 'Hidden Object']",£1.69,£1.01,True,False,False,"['Adventure', 'Casual']",['MaskCatStudio'],['没有发行商']
2557880,Chinese Pope Door,"4 Sep, 2023","['Action Roguelike', 'Tactical RPG', '3D Platformer', 'Hack and Slash', 'Interactive Fiction', 'RPG', 'Action RPG', 'Action-Adventure', '2.5D', '2D', 'Cute', 'Historical', 'Relaxing', 'Funny', 'Story Rich', 'Colorful', 'Family Friendly', 'Adventure', 'Drama', 'Combat']",£4.29,£3.86,True,True,False,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",['ZHOU MINGRUI'],['ZHOU MINGRUI']
2556040,傀儡の宿 - Kairai Inn -,"4 Sep, 2023","['Action', 'Survival Horror', 'Score Attack', 'Singleplayer', '3D', 'Horror', '3D Platformer', 'Survival', 'Indie', 'FPS']",£4.29,£4.29,True,False,False,"['Action', 'Indie']",['9log6'],['9log6']
2494370,Stories One,"4 Sep, 2023","['Action', 'MOBA', 'Shooter', 'FPS', 'Deckbuilding', 'Co-op', 'Online Co-Op', 'Arena Shooter', '3D', 'First-Person', '1980s', 'Character Customization', 'PvP', 'Team-Based', 'Multiplayer', 'Adventure', 'Early Access', 'Competitive', 'Free to Play', 'Indie']",Free To Play,Free To Play,True,True,False,"['Action', 'Free to Play', 'Indie', 'Early Access']",['Gabsee'],['Gabsee']
2564850,Destroy Korcity,"4 Sep, 2023","['Third-Person Shooter', 'FPS', 'Bullet Hell', 'Top-Down Shooter', 'Casual', 'Simulation', 'Space', 'Perma Death', '3D Fighter', '3D', 'Surreal', 'Linear', 'Indie', 'Top-Down', 'Singleplayer']",£0.89,£0.53,True,False,False,"['Casual', 'Indie', 'Simulation']",['Mixtor'],"['Tero Lunkka', 'Valkeala Software']"
2553510,CyberPigeon,"4 Sep, 2023","['Acti on', 'Arcade', 'Shooter', '2D Platformer', 'Arena Shooter', 'Bullet Hell', ""Shoot 'Em Up"", 'Twin Stick Shooter', '2D', 'Cartoony', 'Futuristic', 'Retro', 'Robots', 'Sci-fi', 'Survival', 'Combat', 'Early Access', 'PvE', 'Singleplayer', 'Indie']",£4.29,£4.29,True,False,False,"['Action', 'Indie', 'Early Access']",['Brian Voll'],['Brian Voll']
2484100,Last wish,"4 Sep, 2023","['Adventure', 'Visual Novel', 'Immersive Sim', '3D', 'Detective', 'Drama', 'Mystery', 'FMV', 'Story Rich', 'Multiple Endings', 'Early Access', 'Narration', 'Female Protagonist', 'Choices Matter', 'Singleplayer']",£6.69,£6.69,True,False,False,"['Adventure', 'Early Access']",['Black Games'],['YePlay']
1976630,Simple Solitaire,"4 Sep, 2023","['Casual', 'Solitaire', '2D', 'Card Game', 'Board Game', 'Singleplayer', 'Tabletop', 'Modern', 'Choices Matter', 'Colorful', 'Atmospheric', 'Conversation', 'Dating Sim', 'Female Protagonist', 'Emotional', 'Romance', 'Choose Your Own Adventure', 'Cartoony', 'Anime', 'Simulation']",£0.89,£0.71,True,False,False,"['Casual', 'Indie', 'Simulation']",['BlueCloud Inc.'],['TSB']
2562650,Agriculture Tractor Sim,"3 Sep, 2023","['Adventure', 'Casual', 'Simulation', 'Sports', 'Singleplayer', 'Agriculture', 'Indie', 'Farming']",£1.69,£1.13,True,False,False,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Sports']",['Atomic Fabrik'],['Atomic Fabrik']
2556670,Spellslinger,"3 Sep, 2023","['Action Roguelike', 'Action', 'Casual', '2D Platformer', 'Pixel Graphics', 'Magic', 'Fantasy', 'Singleplayer', 'Early Access', 'Roguelike', '2D', 'PvE']",£3.39,£3.39,True,False,False,"['Action', 'Casual', 'Early Access']",['Sigma'],['Sigma']
2548830,Island Master,"3 Sep, 2023","['City Builder', 'Strategy', 'Colony Sim', 'Simulation', 'Procedural Generation', 'Singleplayer', 'Top-Down', 'Indie', 'Management', 'Resource Management', 'Family Friendly', 'Early Access', 'Idler', 'Cartoony', 'Colorful', '3D']",£4.29,£3.86,True,False,False,"['Indie', 'Simulation', 'Strategy', 'Early Access']",['Cody Cornell'],['Cody Cornell']
2501550,Bullet Hell Monday: Finale,"3 Sep, 2023","[""Shoot 'Em Up"", 'Bullet Hell', 'Top-Down Shooter', 'Action', 'Tutorial', 'Difficult', 'Shooter', 'Indie', 'Arcade', '2D', 'Top-Down', 'Controller', 'Free to Play', 'Abstract', 'Score Attack', 'Psychedelic', 'Singleplayer']",Free To Play,Free To Play,True,False,False,"['Action', 'Indie', 'Free to Play']",['Masayuki Ito'],['Masayuki Ito']
2557720,All Alone,"3 Sep, 2023","['Horror', 'Adventure', 'Psychological Horror', 'Atmospheric', 'Realistic', '3D', 'Walking Simulator', 'First-Person', 'Exploration', 'Thriller', 'Dark', 'Indie', 'Mystery', 'Psychological', 'Singleplayer', 'Multiple Endings', 'Story Rich']",£4.29,£3.86,True,False,False,"['Adventure', 'Indie']",['sur'],['sur']
2527760,Search & Find - Hidden Objects,"3 Sep, 2023","['Casual', 'Hidden Object', 'Point & Click', '2D', 'Cartoon', 'Hand-drawn', 'Cats', 'Comedy', 'Dog', 'Funny', 'Relaxing']",£3.39,£3.39,True,False,False,['Casual'],"['Curioso Games Ltd', 'Henshaw and Doyle']",['Curioso Games Ltd']
2543220,EscapeRoom:RomyProject,"3 Sep, 2023","['Adventure', 'Singleplayer', 'First-Person', 'Sci-fi', 'Choices Matter', 'Puzzle', '3D', 'Indie', 'FPS']",£0.89,£0.89,True,False,False,['Indie'],['dev_lyh'],['dev_lyh']
2515520,Fall Of The Son,"3 Sep, 2023","['Card Battler', 'Deckbuilding', 'Card Game', 'Roguelite', 'Strategy', 'PvE', 'Roguelike', '2D', 'Choices Matter', 'Dark Fantasy', 'Fantasy', 'Magic', 'Medieval', 'Tactical', 'Combat', 'Singleplayer', 'Casual', 'Roguelike Deckbuilder', 'Survival', 'Early Access']",£4.99,£4.24,True,False,False,"['Indie', 'Strategy', 'Early Access']",['No More Games Studio'],['No More Games Studio']
2443790,Terror in the Kitchen,"3 Sep, 2023","['Horror', 'Simulation', 'Dark', 'Stylized', 'Atmospheric', 'Immersive Sim', 'Walking Simulator', 'Singleplayer', 'Linear', 'First-Person', '3D', 'Exploration', 'Indie', 'Minimalist', 'Violent', 'Choices Matter', 'Multiple Endings']",£4.29,£4.29,True,False,False,['Indie'],['Studio Diakamos'],['Studio Diakamos']
2499320,The Last Exodus,"3 Sep, 2023","['Early Access', 'Turn-Based Tactics', 'Wargame', 'PvP', 'PvE', 'Turn-Based Strategy', 'Strategy', '4X', '3D', 'Top-Down', 'Cyberpunk', 'Lore-Rich', 'Base Building', 'Choices Matter', 'Story Rich', 'Turn-Based Combat', 'Realistic', 'Dystopian', 'Sci-fi', 'Science']",Free To Play,Free To Play,True,True,True,"['Indie', 'Strategy', 'Early Access']",['Logos Games'],['Logos Games']
2534950,OIL FILLING,"3 Sep, 2023","['Simulation', '3D Fighter', 'Arcade', 'FPS', '3D', 'Zombies', 'Level Editor', 'RPG', 'Singleplayer']",£0.89,£0.89,True,False,False,"['RPG', 'Simulation']",['SW7039'],['SW7039']
2355350,Confabulation: Homestead,"2 Sep, 2023","['Adventure', 'Indie', 'Puzzle', 'Horror', 'Hidden Object', 'Mystery', 'Aliens', 'Psychological Horror', 'Exploration', 'Casual', 'Dark', '3D', 'First-Person', 'Realistic', 'Atmospheric', 'Nonlinear', 'Surreal', 'Multiple Endings', 'Singleplayer', 'Interactive Fiction']",£5.89,£5.00,True,False,False,"['Adventure', 'Casual', 'Indie']",['Authogin'],['Authogin']
2450870,Main Action,"2 Sep, 2023","['Top-Down Shooter', 'Action', 'Shooter', 'Adventure', 'Action-Adventure', '3D', 'Top-Down', 'Indie', 'Combat', 'Singleplayer', 'Magic', 'Pixel Graphics', 'Linear']",£4.99,£4.49,True,False,False,"['Action', 'Adventure', 'Indie']",['Pavlin Games'],['Pavlin Games']
2529110,Medice To Arms,"2 Sep, 2023","['Action', 'Casual', 'Shooter', 'Action RTS', 'Real Time Tactics', '2D', 'Colorful', 'Stylized', 'Gothic', 'PvP', 'Character Customization', 'Multiplayer']",Free To Play,Free To Play,True,True,False,"['Action', 'Casual']",['Halfie Studios'],['Halfie Studios']
2339680,Project_0: A Favour,"2 Sep, 2023","['3D Platformer', 'Puzzle', 'First-Person', '3D', 'Story Rich', 'Action', 'Casual', 'Realistic', 'Sci-fi', 'Robots', 'Comedy', 'Adventure', 'Cinematic', 'Dark', 'Singleplayer']",£4.29,£4.29,True,False,False,"['Action', 'Adventure', 'Casual']",['CGames'],['CGames']
2341080,Priscillas Dream,"2 Sep, 2023","['Adventure', 'RPG', 'Action RPG', 'JRPG', 'Point & Click', '2D Platformer', '2D', 'Pixel Graphics', 'Top-Down', 'Dark Fantasy', 'Combat', 'Singleplayer']",£7.66,£6.89,True,False,False,['Adventure'],['Leei112'],['Inkgames OU']
2449270,Planet Iridium,"2 Sep, 2023","['Early Access', 'Exploration', 'Action', 'Sandbox', 'PvE', 'Third Person', 'Horror', 'Adventure', 'Open World', 'Fantasy', 'Strategy', 'Sci-fi', 'Singleplayer', 'Third-Person Shooter', '3D', 'Colorful', 'Top-Down', 'Artificial Intelligence', 'Automation', 'Building']",£20.99,£17.84,True,False,False,"['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']",['Picsonix.Studios'],['Picsonix.Studios']
2542600,Stab,"2 Sep, 2023","['Exploration', 'Strategy', 'Hidden Object', 'Puzzle', 'Action-Adventure', '3D', 'First-Person', 'Horror', 'Psychological Horror', 'Action', 'Linear', 'Realistic', 'Assassin', 'Stealth', 'Adventure', 'Atmospheric', 'Dark', 'Survival Horror', 'Singleplayer', 'Gore']",£1.69,£1.69,True,False,False,"['Action', 'Adventure', 'Indie', 'Strategy']",['616 GAMES'],['616 GAMES']
2438540,Sci-fi builder,"1 Sep, 2023","['Adventure', 'Simulation', 'Action', 'Action-Adventure', 'Space Sim', '3D', 'Third Person', 'Sci-fi', 'Level Editor', 'Singleplayer', 'Early Access', 'Indie', 'Building', 'Mars', 'Space', 'Colony Sim', 'Interactive Fiction', 'Sandbox', 'Aliens', 'Choose Your Own Adventure']",£9.99,£8.49,True,False,False,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",['Games For Pleasure'],['Games For Pleasure']
2429870,Quarta Amethyst,"1 Sep, 2023","['RPG', 'JRPG', '2D', 'Anime', 'Singleplayer', 'Indie', 'Sexual Content', 'RPGMaker']",£10.99,£9.89,True,False,False,"['Indie', 'RPG']",['Kudarizaka Ga-dore-ru'],['Kagura Games']
2434940,废墟：重生之门,"1 Sep, 2023","['Adventure', 'Action', 'Strategy', 'RPG', 'Action-Adventure', 'Action Roguelike', 'Action RPG', 'Card Game', 'Turn-Based Strategy', '3D Platformer', 'Roguevania', 'Roguelite', '3D', 'Medieval', 'Horror', 'Atmospheric', 'Dark', 'Dark Fantasy', 'Hack and Slash', 'Singleplayer']",£2.49,£1.49,True,False,False,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",['独立游戏Sun_Official'],['独立游戏Sun_Official']
2227450,Oyabu Clinic Deathcare Corporation,"1 Sep, 2023","['Medical Sim', 'Dark Comedy', 'Turn-Based Tactics', 'JRPG', 'RPG', 'Horror', 'Management', '2D', 'Cyberpunk', 'Funny', 'Story Rich', 'Dark Humor', 'Turn-Based Combat', 'Multiple Endings', 'Simulation', 'Choices Matter', 'Anime', 'Comedy', 'Satire', 'Futuristic']",£12.79,£11.51,True,False,False,"['Indie', 'RPG', 'Simulation']",['Flying Panjandrum / ふらいんぐパンジャンドラム'],['GAMER Plan']
2332410,Hero of Fate,"1 Sep, 2023","['Roguelike', 'Party-Based RPG', 'Choices Matter', 'Choose Your Own Adventure', 'Roguelite', 'Survival', 'Fantasy', 'Adventure', 'RPG', 'Lore-Rich', 'Bullet Hell', 'Story Rich', 'Action RPG', ""Shoot 'Em Up"", 'Card Game', 'Indie', 'Roguelike Deckbuilder', 'Action', '2D', 'Pixel Graphics']",£2.49,£1.86,True,False,False,"['Action', 'Adventure', 'Casual', 'Indie']",['Planescape Game Studio'],['Wise Games']
1577460,Gamble Tower,"1 Sep, 2023","['Strategy', 'Roguelike Deckbuilder', 'Deckbuilding', 'Turn-Based Combat', 'Card Battler', 'Roguelite', 'Turn-Based Strategy', 'Card Game', 'Roguelike', 'Fantasy', 'Surreal', 'Stylized', 'Gambling', '2D', 'RPG', 'Strategy RPG', 'Medieval', 'Singleplayer', 'Hand-drawn', 'Loot']",£13.49,£11.46,True,False,False,"['RPG', 'Strategy']",['Indiebuild'],['Indiebuild']
2489960,Mockingbird,"1 Sep, 2023","['Adventure', 'Puzzle', 'Exploration', '2D', 'Pixel Graphics', 'Superhero', 'Linear', 'Singleplayer']",£4.29,£4.29,True,True,False,['Adventure'],['Grant G Heffner'],['Grant G Heffner']
1613230,ShootRun,"1 Sep, 2023","['Adventure', 'Action', 'Shooter', 'Hero Shooter', 'Arena Shooter', 'FPS', '3D', 'First-Person', 'Stylized', 'Futuristic', 'Military', 'War', 'Survival', 'Robots', 'Fantasy', 'Combat', 'PvE', 'Singleplayer', 'Casual', 'Indie']",£1.69,£1.69,True,False,False,"['Action', 'Adventure', 'Casual', 'Indie']",['Buravic Simion'],['']
2381670,The Sinking of the Dream Chaser,"1 Sep, 2023","['Adventure', 'Casual', 'Point & Click', '2D Platformer', 'Exploration', '2D', 'Hand-drawn', 'Cold War', 'Mystery', 'Free to Play', 'Linear', 'Indie', 'Narration', 'Story Rich', 'Singleplayer']",Free,Free,True,False,False,"['Adventure', 'Casual', 'Indie', 'Free to Play']",['Funigami'],['Funigami']
2512460,Stream Basketball,"1 Sep, 2023","['Sports', 'Utilities', 'Casual', 'Video Production', 'Simulation', 'Basketball', 'Football (Soccer)', 'Arcade', 'eSports', '2D', 'Early Access', 'Strategy', 'Colorful', 'Cartoon', 'Multiplayer', 'Idler', 'Turn-Based Tactics', 'Physics']",£12.79,£12.79,True,False,False,"['Casual', 'Simulation', 'Sports', 'Strategy', 'Early Access']",['Vossel'],['Vossel']
2218460,Bunny Guys!,"1 Sep, 2023","['Adventure', 'Casual', '3D Platformer', 'Parkour', 'Action', 'Action-Adventure', 'Choices Matter', 'Difficult', 'Platformer', 'Story Rich', 'Exploration', 'Runner', 'Cinematic', 'Third Person', 'Cute', 'Atmospheric', 'Post-apocalyptic', 'Family Friendly', 'Survival', 'Simulation']",£8.50,£6.80,True,False,False,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports']",['Witte´s Studio'],['Witte´s Studio']
2543610,Tip of the Tongue,"1 Sep, 2023","['Education', 'Puzzle', 'Casual', 'Spelling', '2D', 'Survival', 'Singleplayer', 'Co-op', 'Free to Play', 'Indie', 'Multiplayer', 'Team-Based']",Free to Play,Free to Play,True,False,False,"['Free to Play', 'Indie']",['Garett A C Hunter'],['Garett A C Hunter']
1013000,Kingdom-Heroes,"1 Sep, 2023","['Strategy', 'Indie', 'Casual', 'RTS', 'Singleplayer', 'Action']",£0.79,£0.79,True,False,False,"['Casual', 'Indie', 'Strategy']",['InfinityMr'],['InfinityMr']
